id,severity,type,area,title,effort,zoo,previous,persona_file,recommendation
P15-19,P2,bug,security,ScoutSuite installed into default image despite RequiresLegalReview,M,no,U-04,15-oss-advocate.md,Remove scoutsuite from default image; fixture/import-only until Engine Lab acceptance exists; fix module license to GPL-2.0 + RequiresLegalReview risk.
P15-20,P2,improvement,engines,License summary API is inventory-only; no acceptance/obligation export for auditors,M,no,none,15-oss-advocate.md,"After Phase 1 model, add acceptance export (CSV/JSON) with toolId, version, SPDX, text hash, actor, timestamp; surface in Trust pack."
P15-21,P3,improvement,copy,Toolchain notes sometimes over-claim breadth beyond liveSupported,S,yes,theme (prior OSS F7),15-oss-advocate.md,Notes must mirror `policyStatus` + `liveSupported` + phase; move roadmap color to ROADMAP.md only.
P15-22,P3,innovation,engines,Engine Lab license lanes + digest theater are the right productization of OSS respect,XL,no,none  ---,15-oss-advocate.md,"After Phase 0 metadata truth, ship Phase 1–2 as the **public OSS respect demo** for design partners. Measure: 100% review tools with acceptance before enable; 0 digest-mismatch Installed."
P16-1,P1,bug,a11y,Nested main via PageShell under AppShell,S,no,U-13,16-accessibility.md,"Change PageShell root to `<div>` or `<section>` (keep spacing classes). Update `page.test.tsx` to assert layout container, not second main. Add Playwright assert: `page.getByRole('main').count() === 1` on shell routes."
P16-2,P1,bug,a11y,Snapshot report nests a second main,S,no,U-13,16-accessibility.md,Use `<article>`/`section` with `aria-busy` when rendered inside AppShell; only bare print layout may use solitary `main`.
P16-3,P1,bug,a11y,Bare demo main missing skip target id,S,no,none,16-accessibility.md,"On every bare `main`, set `id='main-content' tabIndex={-1}` consistently with auth/welcome forms."
P16-4,P1,bug,a11y,"Product help drawer: Escape + initial focus, no trap, no restore",M,no,U-13,16-accessibility.md,"Shared dialog primitive: trap focus in drawer, `inert` or `aria-hidden` on shell while open, restore focus to help trigger on close."
P16-5,P1,bug,a11y,ConfirmDialog claims focus trap; implements none; confirm-first risk,M,no,U-13,16-accessibility.md,"Real focus trap; for non-phrase destructive, initial focus on **Cancel**; keep phrase-gate focus on input; restore focus to opener."
P16-6,P1,bug,a11y,"Command palette dialog + incomplete listbox (no trap, no activedescendant)",M,no,U-13,16-accessibility.md,Prefer combobox pattern (`role='combobox'` + `aria-controls` listbox + `aria-activedescendant`) **or** roving tabindex on options; document Escape; trap + restore; decorative icons `aria-hidden`; group labels via `role='group'` / separate lists.
P16-7,P1,bug,mobile,"Mobile nav drawer lacks Escape, focus management, modal semantics",M,yes (long rail worsens drawer length),U-13,16-accessibility.md,Treat as modal drawer: Escape closes; focus first nav link or close control; trap; `aria-expanded` on hamburger; label drawer `nav`/`dialog`; restore focus.
P16-8,P1,bug,a11y,Account menu: role=menu without keyboard menu model,S,no,none,16-accessibility.md,Either implement full menu keyboard model **or** drop `role='menu'` and use a disclosure/popover with normal tab order + Escape.
P16-9,P1,improvement,a11y,Focus-visible inconsistent on shell chrome (2.4.7 / 1.4.11),S,no,U-13,16-accessibility.md,Global interactive chrome utility matching Button rings; prefer ring over border-only for inputs/selects; optional skip-land ring on main or move focus to first `h1`.
P16-10,P2,improvement,design-system,text-subtle + 9–10.5px mono risk AA contrast/legibility,S,no,none,16-accessibility.md,Raise subtle toward `#8fa4c4`+ for text; reserve true subtle for non-essential chrome; min 12px for essential meta; re-run axe `color-contrast` on dense panels (included in WCAG tags when content is painted).
P16-11,P2,bug,mobile,Touch targets under 24px / 44px on shell and kit,S,no,none,16-accessibility.md,Min 24×24 hit area (padding if visual stays small); shell account ≥36–44px; InfoPopover hit slop.
P16-12,P2,improvement,a11y,Placeholder-as-label pattern on filters and forms,M,yes (many workbenches copy the pattern),none,16-accessibility.md,Visible caption labels + `htmlFor`/`id`; placeholder only as format hint; `aria-label` as supplement not sole name when UI is visual.
P16-13,P2,bug,a11y,LoadingSkeleton is aria-hidden with no companion live status,S,no,none,16-accessibility.md,Companion visually optional `<span role='status' className='sr-only'>Loading…</span>` or parent `aria-busy='true'` + status text while skeleton shows.
P16-14,P1,improvement,a11y,"Axe gate gaps: WCAG tags only, dual nav list, thin overlay coverage",M,yes,"U-03, U-13",16-accessibility.md,(1) single-main custom assert; (2) optional best-practice job; (3) axe against `PRIMARY_NAV_ITEMS` + critical deep links; (4) open palette/help/confirm/mobile; (5) bare auth routes; (6) wait for stable heading before analyze.
P16-15,P1,bug,proof-loop,"Hop measure keyboard path incomplete (busy, focus, disabled reason)",M,no,U-05 (functional) + U-13 (focus),16-accessibility.md,"Use `Button loading` or set `aria-busy`; `aria-disabled` + `aria-describedby` pointing at blocked message; after launch, focus result card heading or announce via assertive live region for Denied; e2e keyboard journey on hop measure; keep blocked-state links as real focusable targets."
P16-16,P2,bug,a11y,Command palette search status not a live region; Escape scoped to input,S,no,none,16-accessibility.md,Live region for searching/results count; document-level Escape while open; trap focus so Escape always applies.
P16-17,P2,improvement,findings,Findings expand control lacks focus ring and aria-controls,S,no,U-11 (findings ops — expand is the UI vehicle),16-accessibility.md,Focus ring on expand button; `aria-controls` → panel id; optional `aria-label` including finding title if visible text truncates.
P16-18,P2,bug,a11y,PageShell unit test and globals main styles reinforce dual-main,S,no,U-13,16-accessibility.md,Change test contract first in same PR as PageShell element swap; scope legacy `main` styles to auth/public classes only.
P16-19,P3,improvement,a11y,InfoPopover uses role=tooltip with click toggle,S,no,none,16-accessibility.md,Use disclosure (`aria-expanded` + show/hide without tooltip role) or proper dialog; only set `aria-describedby` when open.
P16-20,P2,improvement,a11y,Palette launcher missing aria-haspopup; tenant chevron looks like a menu,S,no,none  ---,16-accessibility.md,`aria-haspopup='dialog'` on palette launcher; rename tenant control copy (“Open portfolio”) or use a real tenant switcher pattern.
P17-1,P0,feature,auth,No inbound SCIM for Periscan user lifecycle,L,no,U-19,17-enterprise-buyer.md,Implement SCIM 2.0 Users/Groups against tenant memberships **or** publish a contractual “sales-assisted provisioning SLA” and remove SCIM from Phase 8 “Implemented” / acceptance language until true. Distinguish product SCIM from CyberArk inventory SCIM in all RFP responses.
P17-2,P0,feature,auth,SSO has no group → role claim mapping,M,no,U-19,17-enterprise-buyer.md,"Add configurable claim/group → `MembershipRole` map (with deny-by-default, last-owner protection, audit on role change from SSO). Document claim conventions in Trust Center."
P17-3,P1,feature,security,No tenant force-MFA policy (optional user MFA only),M,no,U-19,17-enterprise-buyer.md,Tenant Admin setting `mfaRequired: true` with grace period + login block + admin report of non-enrolled users; combine with SSO-enforced as preferred path.
P17-4,P0,improvement,compliance,"“SOC 2 pack” is thin customer evidence, not vendor attestation",M (rename/disclosure S; full vendor SOC 2 program XL),no,U-24,17-enterprise-buyer.md,Rename UI to “Customer SOC 2 *support evidence*”; publish separate Trust Center “Periscan vendor compliance” with status (None / In progress / Report under NDA). Expand control matrix only when measured mappings exist (agree U-24).
P17-5,P0,feature,security,DPA / BAA / subprocessors not default-ready for legal redlines,M,no,Wave C #17 (previous synthesis),17-enterprise-buyer.md,"Ship Trust Center page with versioned DPA PDF, subprocessor table (AWS/GCP/email/etc.), data categories processed, deletion/export process; keep env override for customer-specific BAA. Never ship empty list as “none.”"
P17-6,P1,feature,mssp,Billing is a ledger without procurement settlement,L,yes,U-19; Horowitz “ledger without a bank”,17-enterprise-buyer.md,"Keep processor honesty; add **Order form / Invoice lifecycle** (external invoice ID, amount optional, signed PDF store, entitlement binding) and Marketplace Limited qualification checklist as explicit sales engineering gate. Collapse package zoo to 2–3 RFP SKUs."
P17-7,P1,feature,ops,No public SLA status page or contractual uptime surface,M,no,U-19,17-enterprise-buyer.md,"Stand up external status page (even manual at first); document support hours, severity matrix, RTO/RPO for control plane vs runner; link from Trust Center. Do not invent 99.99% claims without measurement."
P17-8,P1,feature,auth,“Advanced RBAC” claimed; product has six fixed roles only,L (true advanced); S (honesty rename),no,U-19; PRD-PHASE-005 overclaim risk,17-enterprise-buyer.md,Either implement custom role claims (permission sets) **or** rename PRD/acceptance to “baseline multi-role RBAC” and sell advanced RBAC as roadmap with date. Map GRC persona to Viewer + report scopes.
P17-9,P1,improvement,security,Residency exists but multi-region/trust proof is deployment-fragile,M,no,none (improves prior residency critique),17-enterprise-buyer.md,Sales SKU “EU residency” that only provisions when EU storage endpoints health-check green; show continuous residency attestation in Trust Center + isolation proof pack; document SCC/transfer basis in DPA.
P17-10,P1,feature,integrations,"Audit is pull-export, not SIEM-stream enterprise monitoring",M,no,"U-08, U-21",17-enterprise-buyer.md,Add signed webhook event family for security-relevant audit actions + optional S3/GCS batch export; document completeness; fix `policy.denied` emit-or-remove (U-08). Keep CSV for offline legal holds.
P17-11,P2,feature,security,No BYOK / customer-managed encryption keys,XL (full BYOK); S (honest disclosure),no,none,17-enterprise-buyer.md,Phase 1: document platform KMS + annual rotation under DPA. Phase 2: optional customer AWS KMS CMK for evidence bucket. Do not advertise BYOK until implemented.
P17-12,P0,bug,gtm,RFP/Phase 8 “SCIM + advanced RBAC” proven by string presence tests,S,no,"U-07, U-19",17-enterprise-buyer.md,Split PRD tokens: `SCIM-inbound-user-provisioning` vs `SCIM-connector-cyberark-readonly`. Require route/OpenAPI operation existence for Implemented. Freeze Leading/Implemented without executable proof (agree Slice 10 blind rescore).
P17-13,P1,improvement,gtm,Feature zoo confuses RFP scope and expands risk questionnaires,M,yes,"U-03, U-16",17-enterprise-buyer.md,RFP response pack = Snapshot + Paths + Findings + Remediation + Evidence + SSO + Audit + Trust Center only. Move Autonomous/MCP/Swarm to Labs with explicit “not in scope for this agreement” schedule. Agree U-03/U-16 packaging.
P17-14,P2,feature,auth,JIT provisioning absent; SSO is invite-gated,M,no,U-19,17-enterprise-buyer.md,Optional JIT flag: domain allowlist + default role Viewer + audit `user.jit_provisioned`; still prefer SCIM for disable/delete.
P17-15,P1,request,gtm,No customer-facing security questionnaire / trust pack artifact set,M,no,Wave C #17,17-enterprise-buyer.md,"Create `docs/trust/` or public site: architecture diagram, data flow, subprocessors, DPA, encryption, SSO/SCIM status (honest), backup/RTO, vulnerability disclosure, pen-test request under NDA. Version it with product releases."
P17-16,P2,improvement,api,Marketplace procurement gate honest but commercially incomplete,L (business); S (product already mostly ready),no,none,17-enterprise-buyer.md,Treat Marketplace Public as a **go-to-market milestone** equal to SOC pack; do not expand connector zoo before listing qualifications complete.
P17-17,P2,improvement,security,Isolation proof pack is strong; buyer cannot use it as vendor assurance alone,S,no,U-07,17-enterprise-buyer.md,Position isolation pack as customer evidence; pair with third-party test summary in Trust Center. Keep generating pack — do not sell it as Type II.
P17-18,P2,request,ops,"Support / incident contact is env-deployed, not contractual product surface",S,no,U-19  ---,17-enterprise-buyer.md,Publish support policy (S1–S4) with response targets; surface status page + support email in Trust Center; keep customer success owner field already used in subscription lifecycle.
P18-1,P0,bug,findings,occurrenceCount / fingerprint / rootCause invisible in findings UI,S,no,U-11,18-soc-analyst.md,"On collapsed row: badge `×N` when `occurrenceCount > 1`, first/last seen in mono meta, one-line `rootCauseSummary` in expand. Optional truncated fingerprint (8 hex) with copy. Add columns to CSV. Never upgrade claim language from grouping."
P18-2,P0,improvement,findings,Default All queue keeps FalsePositive and Suppressed in priority sort,S,no,U-11,18-soc-analyst.md,"Add **Active** saved view (status not Fixed/settled; disposition ∉ {FalsePositive, Suppressed}; optional hide Approved AcceptedRisk). Make Active the default landing and Command Center “New findings” deep-link target. Keep All as explicit “include closed noise.”"
P18-3,P0,bug,findings,"Priority · unowned uses disposition.ownerId (AcceptedRisk-only), ignores finding.ownerId / remediation owner",S,no,U-11,18-soc-analyst.md,Unowned = `priorityScore >= 70` and no remediation owner (`!finding.ownerId && !finding.ownerDisplay` or no open related remediation). Surface owner/SLA chips on the row from projected fields. Align product-help “Priority · unowned” copy.
P18-4,P1,improvement,findings,Badge soup on every row — five concurrent state languages,M,no,U-15 (severity map inconsistency theme; here density),18-soc-analyst.md,Collapsed: severity + one “proof” chip (validation/exploit condensed) + disposition if set. Move full strip to expand. Make severity distribution chips **clickable filters** (today they are non-interactive spans ~363–378).
P18-5,P1,improvement,findings,Client-only filter over full listFindings(); title-only search; API filter unused,M,no,none,18-soc-analyst.md,Pass active filters to `listFindings`; expand search to match API; document limit/offset in UI; consider cursor when volume grows.
P18-6,P1,feature,findings,No mandatory FP/Suppress reason taxonomy; InfoPopover mentions “duplicate” without Duplicate disposition,M,no,none,18-soc-analyst.md,"Require note or reason code for FalsePositive/Suppressed (OutOfScope, DuplicateObservation, Benign, Lab, ToolNoise, Other). Prefer fingerprint-linked “same root cause” over a Duplicate enum if grouping is authoritative. Align InfoPopover copy with enum."
P18-7,P1,improvement,findings,Bulk triage is disposition-only; no bulk rem route / hide-until / select-filtered-all,M,no,none,18-soc-analyst.md,Select-all-filtered (with cap + confirm); bulk Escalated → optional owner note; bulk “Active hide” as disposition FP/Suppress with reason; keep AcceptedRisk dual-control fields as today.
P18-8,P1,bug,evidence,ENTITY_ROUTE missing Finding (and signal); reverse pivot from ledger is text-only,S,no,none,18-soc-analyst.md,Map `Finding` → `/findings?q=` or future `/findings?findingId=`; expand finding when API supports get-by-id deep link. Add signal envelope route if used as related type.
P18-9,P1,bug,evidence,Threat Center evidence chips are non-clickable full UUIDs,S,no,U-23,18-soc-analyst.md,Reuse findings chip pattern: short id + link to ledger query. Prefer shared `EvidenceIdChip` component.
P18-10,P1,feature,other,Threat alert → investigation deep-links missing (scope/finding/path),M,no,U-23,18-soc-analyst.md,"Link `matchedScopeId` → Assets/Scope or authorized target; “Search findings for matched value”; if catalog CVE, prefill findings search. Bulk Acknowledge/Dismiss for storms. Explicit empty: “No tenant finding yet.”"
P18-11,P1,improvement,nav,Dual threat surfaces + Autonomus/Intel zoo on primary rail,M,yes,U-16,18-soc-analyst.md,Persona rail: one **Threat** entry (alerts default). Labs for Swarm/MCP/Workflows. Collapse ATT&CK under help/catalog. Single nav source.
P18-12,P1,feature,paths,Attack path detail has no reverse list of citing findings,M,no,none,18-soc-analyst.md,Path detail panel: “Findings citing this path” via client filter on `relatedPathIds` or API `assetId`/path filter if added. Show disposition + priority.
P18-13,P1,improvement,findings,Remediation meta is count → /remediation list; multi-path create uses only first relatedPathIds[0],S,no,U-12 (ticket on rem detail theme; handoff completeness),18-soc-analyst.md,List each `relatedRemediationIds` as links to `/remediation/{id}`. Path picker when `relatedPathIds.length > 1`. Prefer path with highest risk / choke annotation when auto-selecting.
P18-14,P2,improvement,findings,"CSV / SOAR export omits fingerprint, occurrence, root cause, assets",S,no,U-11,18-soc-analyst.md,"Add fingerprint, occurrence_count, root_cause_summary, first_seen, last_seen, related_path_ids, owner_display, sla_due_at."
P18-15,P2,feature,other,No single chronological “investigations / case” feed across findings + threat alerts + risk approvals,L,no,U-23,18-soc-analyst.md,"Needs-you expandable list with mixed work types sorted by urgency (Critical finding > Pending risk > New alert), each with deep link. Longer-term: investigation timeline from audit events (`finding.disposition_changed`, threat alert status)."
P18-16,P2,feature,findings,No snooze / revisit for Suppressed; only AcceptedRisk has expiry governance,M,no,none,18-soc-analyst.md,Optional `revisitAt` for Suppressed (lighter than dual-control risk accept); expire → disposition clear + status signal Reopened/NeedsReview narrative without claiming Fixed.
P18-17,P2,improvement,findings,Signal-sourced titles remain terse; weak ticket titles without expand,M,no,none,18-soc-analyst.md,Secondary line: rootCauseSummary or first related asset + occurrence. Prefer title enrichment at build time when assets known.
P18-18,P2,innovation,findings,Disposition and module feedback loop absent — FP never trains “don’t raise again”,L,no,U-11,18-soc-analyst.md,Persist disposition by **fingerprint** (with care — comments in runtime-services warn not to re-key casually ~7812–7813). Add “Mute fingerprint until…” for Suppressed. Export FP reasons for module owners. Do not auto-upgrade claims.
P18-19,P2,improvement,performance,Non-streaming polls (45s findings / 60s dashboard & threat) without “new since last visit” markers,M,no,none,18-soc-analyst.md,Keep non-streaming honesty in copy; add “N new since HH:MM” chip when findingIds appear; optional focus mode sort by lastSeenAt when occurrence fields are visible.
P18-20,P3,request,other,World catalog actions: search findings by CVE / copy IOC / open advisory,M,yes,U-23  ---,18-soc-analyst.md,"Per catalog row: Copy ID/CVE, “Search findings,” “Open in Threat Center” if advisory exists, optional “Request validation mission” gated by policy."
P19-1,P0,improvement,competitive,Own AEV/proof home; refuse BAS library bake-offs,S,no,U-26,19-competitive-intel.md,Publish a one-page battlecard: **Home = AEV/CTEM proof layer**. Explicit “we do not sell scenario-library BAS parity.” Demo script order: verified scope → measured probe → Fixed demotion → evidence pack. Train SE to walk away from full BAS RFPs or partner.
P19-2,P0,improvement,competitive,Co-exist with Wiz — never “replace CNAPP”,M,no,U-27,19-competitive-intel.md,Integration marketplace copy + sales deck: **“Bring Wiz inventory; we prove which path is real and whether the fix held.”** Ship a named “Wiz → Attack Path → Remediation” recipe (docs + mission pack). Do not build CNAPP UI.
P19-3,P0,improvement,competitive,Co-exist with Tenable — validation on top of RBVM,M,no,U-28,19-competitive-intel.md,Productize scan import (API route + Integrations UI “Import Nessus/SARIF”) wired into signal fabric; battlecard: **Tenable finds; Periscan validates & verifies fix.** Keep Tenable as system of vuln record.
P19-4,P0,improvement,competitive,Pentera gap is deliberate — weaponize the safety floor,S,no,U-29,19-competitive-intel.md,"Deny-list phrase: **“not automated pentest.”** Positive phrase: **“governed continuous validation with a hard floor that never lifts.”** Competitive win = auditability + Fixed honesty + MSSP multi-tenant, not kill-chain theater. Keep live offensive kits disabled without approval to change policy."
P19-5,P1,improvement,competitive,Nuclei is commodity — compete on authorized workflow,S,no,U-30,19-competitive-intel.md,Market **authorized External PoA**: verified scope → policy preview → bounded profiles → normalized findings → remediation → retest ledger. Never lead with “we run Nuclei.” Hide raw template branding per `OPEN_SOURCE_VALIDATION_ENGINES.md`.
P19-6,P1,improvement,competitive,Microsoft Defender = gravity; complement only,M,no,U-31,19-competitive-intel.md,"Battlecard: **Defender for endpoint/email telemetry; Periscan for cross-stack path proof, external PoA, hybrid/non-MS assets, MSSP multi-client evidence.** Build one “Defender technique → control coverage → miss/logged-only” demo path; never claim SIEM/XDR replacement (agrees Blue Team prior panel)."
P19-7,P0,bug,gtm,Scorecard inflation vs competitive matrix (trust poison),M,no,U-07,19-competitive-intel.md,Freeze export of Leading for rows where matrix ≠ Fully-E2E or Slice incomplete. Blind rescore (Slice 10). Map scorecard verdicts 1:1 to matrix Fully-E2E/Partial/Scaffold. Sales must use matrix language until rescore.
P19-8,P0,improvement,proof-loop,Flagship differentiator still Slice-3 gated,L,no,U-05,19-competitive-intel.md,Do not open new product surface until hop measure CTA + receipt durability + correlation honesty are green (U-05/U-06). Competitive KPI: **% of demo paths with fullyMeasured=true**.
P19-9,P0,feature,engines,Engine Lab is the latent category weapon — still a plan,L,yes,none,19-competitive-intel.md,"Execute Engine Lab Phases 0–2: rename Operate→**Engines**, one-button install sheet, empty-state deep links from modules missing tools. Market as **“proof engines, App Store-style, your license, our safety gates.”** Do not claim product readiness until UI v1 ships."
P19-10,P1,bug,engines,Module license dual-truth undermines Engine Lab credibility,M,no,U-04,19-competitive-intel.md,"Align module SPDX with toolchain catalog before any Engine Lab GTM; regenerate certification report (stale 2026-06-24, ~40 modules vs expanded set — U-18)."
P19-11,P1,improvement,nav,Feature zoo vs focused peers (AttackIQ/Cymulate/Wiz ship a spine),M,yes,"U-03, U-16",19-competitive-intel.md,Persona rail ≤10: Dashboard · Missions · Paths · Findings · Remediation · Schedules · Runners · Integrations · Reports · Evidence (+ Admin). Move Autonomous + MCP + Swarm + Model Gateway to **Labs**. Merge Threat Center/Feed/ATT&CK; merge Validation Ops/Signal Activity; rename Tool Governance → Engines when Lab ships.
P19-12,P1,improvement,competitive,Control validation loses AttackIQ demos without stimulus,L,no,U-26,19-competitive-intel.md,"Build one governed safe-stimulus path (single technique family) with marker evidence; keep library breadth out of scope. Competitive message: **“one proven inject loop beats 5,000 simulated scenarios without receipts.”** Align with Slice 5."
P19-13,P1,improvement,competitive,Compliance Leading claims vs scaffold packs (regulated RFP lose),M,yes,U-24,19-competitive-intel.md,Demote Compliance nav priority until matrix → Partial with real control→evidence maps. Sales deny-list: “we make you DORA compliant.” Allow: “we attach measured validation evidence to framework claims.”
P19-14,P1,feature,integrations,Integration breadth is real — depth uneven vs market leaders,M,yes,none,19-competitive-intel.md,"Publish **connectable vs planned vs mock** counts in marketplace and security questionnaire. Top-N stack (Wiz, Tenable, CrowdStrike, Splunk/Sentinel, Jira/ServiceNow, AWS/Azure/GCP, Defender, GitHub) get GA depth badges; stop expanding catalog as competitive KPI."
P19-15,P1,request,gtm,No customer references → Wave/MQ automatic fail,"XL (program, not engineering)",no,U-25,19-competitive-intel.md,Three design partners on the narrow wedge only (external PoA + fix verify + one path). Capture referenceable quote on **Fixed demotion** and **Measured labels**. Do not pursue Wave/MQ until references exist.
P19-16,P2,innovation,engines,OSS engine adapter framework as anti-Nuclei-SaaS moat,L,yes,none,19-competitive-intel.md,"Position Engine Lab + certified modules as **“security tool runtime with proof SLAs”** — innovate on install/verify/enable UX and mission deep-links, not on adding more uncertified tools."
P19-17,P2,improvement,competitive,Choke-point “Leading” overstates graph science vs XM Cyber / Wiz,L (solver) / S (relabel),no,U-07,19-competitive-intel.md,Either implement real choke solver (strategy Build-next) or re-label product copy to **“evidence-backed path breakers”** and remove Leading. Prefer honesty until algorithm ships.
P19-18,P2,improvement,competitive,Auto-mitigate naming vs AttackIQ/RemOps expectations,S,no,none,19-competitive-intel.md,Rename product/API surface to **Auto-revalidate** until real approved control push exists. Competitive honesty > feature-name parity.
P19-19,P2,feature,competitive,Continuous cadence gap vs “always-on” BAS marketing,M,no,none,19-competitive-intel.md,Claim **scheduled + revalidation + signal-triggered** (what exists). Add sub-daily only when ops-proven. Do not use “continuous” without qualifier.
P19-20,P1,improvement,gtm,Deny-list must be productized (shared claim-language for GTM),S,no,theme (proof not claims)  ---,19-competitive-intel.md,Ship `/trust-safety` or public doc section: **Capabilities we prove / Capabilities we integrate / Capabilities we refuse.** Align with deny-list in §3. Require sales enablement review on every new nav item in Autonomous.
P20-1,P0,bug,api,policy.denied is cataloged and subscribable but never emitted,M,no,U-08,20-api-platform.md,"Either (a) emit `policy.denied` with policyDecisionId, missionId/scopeId, rationale when gate is Denied / job status DeniedByPolicy, or (b) remove from schema + UI until implemented. Prefer (a). Add acceptance test: deny → delivery row."
P20-2,P0,bug,api,OpenAPI list schemas omit real pagination envelopes (docs lie),M,no,U-21,20-api-platform.md,Introduce shared `PageEnvelope` / `CursorEnvelope` JSON Schemas; map each list op honestly; document `offset`/`cursor`/`limit`; add contract tests comparing swagger schema required properties to fixture responses.
P20-3,P1,feature,api,No wait / long-poll / Operation-status endpoints for async proof work,L,no,theme (API platform / headless),20-api-platform.md,Add `GET /api/v1/missions/:id/wait?timeoutMs=` (or job-level) returning 200 terminal body or 408; optionally `AsyncOperation` resource with status URL; document poll interval headers (`Retry-After`).
P20-4,P0,improvement,api,OpenAPI lacks securitySchemes — auth is discoverable only by tribal knowledge,S,no,U-21 (adjacent contract honesty),20-api-platform.md,"Declare `ApiKeyBearer` (http bearer, description: `psk_` prefix) + `SessionCookie`; default security on non-system routes; document tenant header behavior (API keys ignore tenant header)."
P20-5,P1,improvement,api,Webhook catalog is thin vs product event vocabulary,M,no,U-21,20-api-platform.md,"Add at least: `remediation.verified` (payload: remediationId, outcome, evidenceIds), `finding.updated` (status/disposition), `mission.started`, `job.denied_by_policy` (or fold into fixed `policy.denied`). Version the catalog."
P20-6,P1,improvement,ai-agents,MCP is correctly read-only but incomplete for analyst copilots and rate-limit bypassed,M,yes (MCP product rail oversell — demote to Labs until complete),theme (Jobs/Horowitz hide MCP; API prior ~3.9),20-api-platform.md,"Keep write ban forever; add read tools for remediations, open missions, evidence-by-finding; re-enable rate limit (or lower dedicated MCP budget); require API key scopes include `read`."
P20-7,P1,feature,api,"Idempotency is local, body-only, and missing from core proof-loop POSTs",L,no,none,20-api-platform.md,Standard `Idempotency-Key` header middleware for selected POSTs; store hash of canonical body; return first response on replay; document in OAS.
P20-8,P1,feature,api,No first-class proof-loop scripts / SDK package for automation consumers,L,no,theme (API-first breadth without consumability),20-api-platform.md,Extract `@periscan/client` from shared schemas + truthful OpenAPI; add `examples/proof-loop.sh` (create scope → mission → poll/wait → remediate → verify); pin to `info.version`.
P20-9,P1,improvement,api,"Async operations API is operator reconciliation, not a general async jobs fabric",S (docs) / L (real operations resource),yes (naming zoo),none,20-api-platform.md,Rename tags/docs to `async-operations-reconciliation`; introduce separate `operations` resource if wait semantics land; document non-goals in API reference.
P20-10,P2,improvement,api,OpenAPI product version stuck at 0.2.0 without changelog discipline,S,no,none,20-api-platform.md,Semver `info.version` from package/release; `CHANGELOG-API.md`; sunset headers for retired routes (e.g. asset valuation 410 already exists—document pattern).
P20-11,P1,feature,api,No bulk mutation APIs for findings/remediations/assignments,M,no,U-11 / Slice 4 (findings ops),20-api-platform.md,"`POST /api/v1/findings/bulk` (disposition, owner, max 100 ids, partial results); `POST /remediations/reverify-due` already exists—extend with explicit id list bulk verify preview."
P20-12,P1,feature,engines,Engine / Lab API needs are under-served for customer automation,L,yes (tool-intake zoo vs lab run wedge),theme (Slice 9 scaffold engines gated),20-api-platform.md,"`POST /api/v1/lab/runs` (moduleIds[], scopeId, safetyLevel, policyDecisionId required) → job + evidence; status in jobs API; webhook `lab.run.completed`. Keep destructive modules gated."
P20-13,P2,bug,api,"Unbounded list endpoints for core entities (paths, remediations)",M,no,U-21,20-api-platform.md,Cursor/limit+hasMore on paths and remediations; default limit 50; filters by status/validationState.
P20-14,P2,improvement,integrations,Webhook secret rotation and dead-letter redrive missing,M,no,U-21,20-api-platform.md,`POST /webhooks/:id/rotate-secret` (returns new secret once); `POST /webhooks/deliveries/:id/redrive` resetting attempts under admin role; document signing verification samples.
P20-15,P2,security,api,Rate-limit key uses raw API key material,S,no,none,20-api-platform.md,Hash key (SHA-256) or use apiKeyId after auth; never store raw secret as rate-limit identity.
P20-16,P2,improvement,api,Webhook payload schemas not published (type-only catalog),M,no,U-21,20-api-platform.md,Zod schemas per event type in `@periscan/shared`; export JSON Schema under `/api/v1/webhooks/event-catalog`; contract tests on emit payload parse.
P20-17,P2,improvement,api,API key scopes are role-coarse; not capability-scoped for automation least privilege,L,no,theme (enterprise buyer / CISO),20-api-platform.md,"Expand scopes (or resource permissions) for mission:run, remediation:write, webhook:admin, audit:read; enforce in `requireRole` sites or dedicated guards."
P20-18,P2,request,api,Partial OpenAPI payload coverage without machine-readable “undocumented payload” marker,M,no,theme (API-first),20-api-platform.md,Emit `x-periscan-payload-documented: true|false` extension per op; CI metric % documented; prioritize proof-loop ops to 100%.
P20-19,P3,innovation,api,Dual auth modes undocumented for multi-tenant automation (cookie vs key + tenant header),S,no,theme (MSSP multi-tenant architecture excellence),20-api-platform.md,Document `x-periscan-tenant-id` (or actual header name) globally; MSSP examples for portfolio → client tenant key pattern; forbid session cookies for pure machine clients in docs.
P20-20,P3,improvement,ops,Evidence list is limit-only without hasMore/cursor,S,no,Slice 7 (evidence explorer)  ---,20-api-platform.md,Same page envelope as findings; cursor by evidenceId/createdAt.
